Kuerzel;Sektor;Industry;Scan;Set-Up;Tag des Ausbruchs;Entry;$ Tag 1;$ Tag 1 Low;$ Tag 2;$ Tag 2 Low;$ Tag 2 High;$ Tag 3;$ Tag 3 Low;$ Tag 3 High;$ Tag 4;$ Tag 4 Low;$ Tag 4 High;$ Tag 5;$ Tag 5 Low;$ Tag 5 High;VIX CBOE 1-day;Move 1 day;Move 2 day;Move 3 day;Move 4 day;Move 5 day
HAL;Energy;Oil & Gas Equipment & Services;Bidback;Gap up Breakout;13.06.25;22,71 €;22,91 €;22,44 €;23,01 €;22,96 €;23,50 €;22,28 €;22,19 €;23,21 €;22,28 €;22,03 €;22,53 €;20,77 €;20,70 €;22,44 €;21,67;0,88%;1,32%;-1,89%;-1,89%;-8,54%
RUN;Technology;Solar;Bidback;Continuation;13.06.25;9,19 €;9,64 €;8,93 €;5,78 €;5,38 €;6,11 €;6,13 €;5,51 €;6,20 €;6,23 €;6,21 €;6,73 €;6,24 €;5,98 €;6,40 €;21,67;4,90%;-37,11%;-33,30%;-32,21%;-32,10%
EL;Consumer Defensive;Household & Personal Products;Bidback;Consolidation;16.06.25;71,82 €;74,79 €;71,75 €;74,72 €;73,08 €;75,06 €;75,19 €;74,28 €;75,42 €;78,83 €;76,50 €;79,25 €;77,05 €;76,10 €;80,06 €;12,73;4,14%;4,04%;4,69%;9,76%;7,28%
AKAM;Technology;Software - Infrastructure;Bidback;Consolidation;16.06.25;78,69 €;78,68 €;78,43 €;78,70 €;77,93 €;79,29 €;78,38 €;77,62 €;79,31 €;79,28 €;77,20 €;79,38 €;80,06 €;78,72 €;80,29 €;12,73;-0,01%;0,01%;-0,39%;0,75%;1,74%
MGM;Consumer Cyclicals;Resorts & Casinos;Bidback;Choppy;16.06.25;33,64 €;33,57 €;33,33 €;33,94 €;33,57 €;34,44 €;33,77 €;33,49 €;34,77 €;33,25 €;32,29 €;33,64 €;34,20 €;33,66 €;34,29 €;12,73;-0,21%;0,89%;0,39%;-1,16%;1,66%
MMI;Real Estate;Real Estate Services;Bidback;Continuation;16.06.25;30,37 €;30,23 €;29,67 €;30,80 €;30,05 €;30,92 €;30,71 €;30,45 €;31,23 €;31,26 €;30,31 €;31,58 €;31,00 €;30,82 €;31,41 €;12,73;-0,46%;1,42%;1,12%;2,93%;2,07%
MNTN;Technology;Software - Application;Bidback;Bottom Bounce;16.06.25;21,41 €;19,88 €;19,69 €;21,04 €;19,50 €;21,30 €;19,61 €;18,90 €;22,14 €;19,01 €;18,37 €;20,00 €;20,26 €;18,59 €;20,81 €;12,73;-7,15%;-1,73%;-8,41%;-11,21%;-5,37%
WT;Financial;Asset Management;Bidback;Continuation;16.06.25;10,25 €;10,13 €;10,10 €;10,23 €;10,10 €;10,35 €;10,34 €;10,30 €;10,41 €;10,41 €;10,16 €;10,42 €;10,66 €;10,52 €;10,80 €;12,73;-1,17%;-0,20%;0,88%;1,56%;4,00%
EAF;Technology;Electric Components;Bidback;Continuation;16.06.25;12,49 €;12,40 €;12,20 €;12,30 €;12,20 €;13,30 €;11,40 €;11,30 €;12,65 €;11,00 €;10,80 €;11,65 €;10,70 €;10,60 €;11,55 €;12,73;-0,72%;-1,52%;-8,73%;-11,93%;-14,33%
LILAK;Communication Service;Telecom Services;Bidback;Continuation;16.06.25;5,56 €;5,54 €;5,49 €;5,68 €;5,50 €;5,70 €;5,74 €;5,69 €;5,86 €;5,86 €;5,67 €;5,87 €;5,99 €;5,86 €;6,03 €;12,73;-0,36%;2,16%;3,24%;5,40%;7,73%
SORA;Consumer Cyclicals;Luxury Goods;Bidback;Pullback  ;16.06.25;7,23 €;6,76 €;6,75 €;6,53 €;6,51 €;7,14 €;7,04 €;6,29 €;7,06 €;6,27 €;6,27 €;7,50 €;7,02 €;6,28 €;7,30 €;12,73;-6,50%;-9,68%;-2,63%;-13,28%;-2,90%
EVEX;Industrials;Aerospace & Defence;Bidback;Choppy;16.06.25;5,57 €;5,40 €;5,37 €;5,30 €;5,28 €;5,66 €;5,26 €;5,18 €;5,50 €;5,41 €;5,08 €;5,56 €;5,45 €;5,42 €;5,70 €;12,73;-3,05%;-4,85%;-5,57%;-2,87%;-2,15%
DOCS;Technology;Health Information Services;Bidback;Continuation;17.06.25;57,49 €;57,04 €;56,92 €;57,36 €;56,81 €;57,73 €;57,98 €;56,39 €;58,10 €;58,64 €;58,55 €;59,68 €;60,17 €;58,94 €;60,61 €;21,03;-0,78%;-0,23%;0,85%;2,00%;4,66%
AZ;Industrials;Aerospace & Defence;Bidback;Consolidation;17.06.25;10,20 €;10,43 €;10,18 €;10,36 €;9,71 €;10,52 €;10,27 €;10,01 €;10,60 €;10,36 €;10,07 €;10,49 €;9,80 €;9,76 €;10,49 €;21,03;2,25%;1,57%;0,69%;1,57%;-3,92%
APPS;Technology;Software - Application;Bidback;Earning;17.06.25;6,81 €;6,74 €;6,55 €;5,76 €;5,72 €;6,86 €;5,13 €;5,03 €;5,67 €;5,51 €;5,17 €;5,78 €;5,19 €;5,17 €;5,71 €;21,03;-1,03%;-15,42%;-24,67%;-19,09%;-23,79%
XAIR;Healthcare;Medical Devices;Bidback;Earning;17.06.25;4,06 €;4,05 €;3,88 €;4,64 €;4,26 €;5,70 €;3,79 €;3,65 €;4,41 €;3,72 €;3,61 €;3,96 €;3,49 €;3,05 €;3,77 €;21,03;-0,25%;14,29%;-6,65%;-8,37%;-14,04%
UPST;Financial;Credit Services;Bidback;Continuation;18.06.25;57,37 €;58,01 €;56,71 €;59,07 €;55,80 €;59,57 €;64,85 €;61,71 €;65,24 €;62,44 €;62,13 €;65,92 €;63,35 €;61,95 €;63,60 €;22,13;1,12%;2,96%;13,04%;8,84%;10,42%
SRRK;Healthcare;Biotech;Bidback;Gap up Breakout;18.06.25;34,68 €;34,04 €;33,03 €;33,28 €;31,62 €;33,79 €;33,41 €;33,18 €;34,37 €;35,81 €;33,31 €;36,24 €;35,48 €;34,72 €;36,20 €;22,13;-1,85%;-4,04%;-3,66%;3,26%;2,31%
SSTK;Technology;Internet Content & Information;Bidback;Consolidation;18.06.25;18,84 €;18,36 €;18,30 €;18,33 €;18,01 €;18,92 €;18,88 €;18,60 €;19,05 €;18,55 €;18,43 €;18,97 €;18,60 €;28,26 €;18,65 €;22,13;-2,55%;-2,71%;0,21%;-1,54%;-1,27%
HIMX;Technology;Semiconductor;Bidback;Continuation;18.06.25;9,25 €;8,91 €;8,88 €;8,79 €;8,54 €;8,85 €;9,28 €;8,96 €;9,32 €;9,21 €;9,09 €;9,35 €;9,43 €;9,24 €;9,51 €;22,13;-3,68%;-4,97%;0,32%;-0,43%;1,95%
QUAD;Industrials;Business Services;Bidback;Pullback  ;18.06.25;5,33 €;5,36 €;5,26 €;5,44 €;5,27 €;5,45 €;5,59 €;5,46 €;5,71 €;5,47 €;5,47 €;5,59 €;5,59 €;5,48 €;5,61 €;22,13;0,56%;2,06%;4,88%;2,63%;4,88%
BBIO;Healthcare;Biotech;Bidback;Continuation;20.06.25;41,38 €;42,17 €;41,30 €;44,45 €;42,29 €;44,75 €;44,38 €;43,48 €;45,18 €;45,12 €;43,78 €;45,13 €;44,86 €;44,20 €;45,48 €;18,41;1,91%;7,42%;7,25%;9,04%;8,41%
GCO;Consumer Cyclicals;Apparel Stores;Bidback;Choppy;20.06.25;22,02 €;21,00 €;20,89 €;21,36 €;20,96 €;21,59 €;20,57 €;20,53 €;21,26 €;20,46 €;20,25 €;20,84 €;20,75 €;20,38 €;21,31 €;18,41;-4,63%;-3,00%;-6,58%;-7,08%;-5,77%
GES;Consumer Cyclicals;Apparel Stores;Bidback;Choppy;20.06.25;11,74 €;11,88 €;11,47 €;11,90 €;11,82 €;12,16 €;12,01 €;11,81 €;12,09 €;11,94 €;11,80 €;12,07 €;12,12 €;11,95 €;12,21 €;18,41;1,19%;1,36%;2,30%;1,70%;3,24%
LOCO;Consumer Cyclicals;Restaurants;Bidback;Pullback  ;20.06.25;10,72 €;11,06 €;10,59 €;11,03 €;10,97 €;11,24 €;10,81 €;10,71 €;11,06 €;11,00 €;10,75 €;11,09 €;10,90 €;10,87 €;11,06 €;18,41;3,17%;2,89%;0,84%;2,61%;1,68%
GILT;Technology;Communication Equipment;Bidback;Continuation;20.06.25;6,43 €;6,61 €;6,40 €;7,10 €;6,71 €;7,12 €;6,95 €;6,89 €;7,20 €;6,93 €;6,83 €;7,01 €;7,02 €;6,80 €;7,05 €;18,41;2,80%;10,42%;8,09%;7,78%;9,18%
UAA;Consumer Cyclicals;Apparel Manufacturing;Bidback;Pullback  ;20.06.25;6,75 €;6,87 €;6,67 €;6,91 €;6,76 €;7,01 €;6,70 €;6,66 €;6,95 €;6,83 €;6,65 €;6,84 €;6,89 €;6,81 €;7,09 €;18,41;1,78%;2,37%;-0,74%;1,19%;2,07%
WFG;Basic;Lumber & Wood Production;Bidback;Choppy;23.06.25;74,71 €;74,76 €;74,70 €;73,82 €;73,82 €;74,76 €;74,21 €;73,22 €;75,08 €;73,00 €;72,53 €;74,31 €;73,30 €;72,39 €;73,77 €;13,45;0,07%;-1,19%;-0,67%;-2,29%;-1,89%
FEIM;Technology;Communication Equipment;Bidback;Continuation;23.06.25;22,40 €;22,40 €;21,95 €;22,42 €;22,00 €;22,83 €;22,87 €;22,75 €;24,00 €;23,28 €;22,68 €;23,60 €;22,71 €;22,54 €;24,50 €;13,45;0,00%;0,09%;2,10%;3,93%;1,38%
DXCM;Healthcare;Medical Devices;Bidback;Consolidation;24.06.25;84,46 €;84,40 €;84,68 €;85,04 €;84,80 €;86,07 €;86,33 €;84,84 €;87,48 €;87,29 €;85,56 €;87,49 €;83,58 €;82,75 €;85,62 €;11,18;-0,07%;0,69%;2,21%;3,35%;-1,04%
BBAR;Financial;Banks - Regional;Bidback;Bottom Bounce;24.06.25;16,88 €;16,94 €;16,85 €;16,88 €;16,88 €;17,40 €;16,98 €;16,58 €;17,03 €;16,46 €;15,98 €;17,10 €;16,21 €;15,90 €;16,62 €;11,18;0,36%;0,00%;0,59%;-2,49%;-3,97%
ONEG;Consumer Cyclicals;Residential Construction;Bidback;Continuation;25.06.25;4,97 €;4,80 €;4,75 €;4,95 €;4,75 €;5,10 €;7,80 €;4,77 €;10,80 €;7,45 €;7,26 €;9,47 €;6,94 €;6,40 €;7,82 €;10,42;-3,42%;-0,40%;56,94%;49,90%;39,64%
HSAI;Consumer Cyclicals;Auto Parts;Bidback;Continuation;26.06.25;21,76 €;22,00 €;19,65 €;21,95 €;21,05 €;22,44 €;20,67 €;20,46 €;21,63 €;20,73 €;20,41 €;21,45 €;21,93 €;20,36 €;22,42 €;11,08;1,10%;0,87%;-5,01%;-4,73%;0,78%
FWRG;Consumer Cyclicals;Restaurants;Bidback;Bottom Bounce;26.06.25;16,16 €;16,11 €;15,69 €;16,04 €;16,03 €;16,77 €;17,20 €;15,92 €;17,38 €;17,56 €;16,93 €;17,65 €;17,66 €;17,18 €;17,67 €;11,08;-0,31%;-0,74%;6,44%;8,66%;9,28%
SPNT;Financial;Insurance Reinsurance;Bidback;Consolidation;26.06.25;20,63 €;20,40 €;20,31 €;20,39 €;20,27 €;20,64 €;20,07 €;20,02 €;20,57 €;19,38 €;19,23 €;20,12 €;19,80 €;19,30 €;19,83 €;11,08;-1,11%;-1,16%;-2,71%;-6,06%;-4,02%
BKSY;Technology;Scientific & Technical Instruments;Bidback;Continuation;26.06.25;19,54 €;19,49 €;18,60 €;20,58 €;19,53 €;21,12 €;20,04 €;19,19 €;20,81 €;20,27 €;19,23 €;20,30 €;21,48 €;20,00 €;21,54 €;11,08;-0,26%;5,32%;2,56%;3,74%;9,93%
PRCH;Technology;Software - Application;Bidback;Consolidation;26.06.25;11,41 €;11,78 €;11,41 €;11,79 €;11,53 €;12,35 €;12,09 €;11,74 €;12,83 €;12,44 €;11,89 €;12,52 €;12,28 €;12,02 €;12,47 €;11,08;3,24%;3,33%;5,96%;9,03%;7,62%
SAFE;Real Estate;REIT Diversified;Bidback;Choppy;26.06.25;15,69 €;15,76 €;15,59 €;15,56 €;15,13 €;15,71 €;15,85 €;15,39 €;16,16 €;15,81 €;15,72 €;16,02 €;15,69 €;15,54 €;16,09 €;11,08;0,45%;-0,83%;1,02%;0,76%;0,00%
AESI;Energy;Oil & Gas Equipment & Services;Bidback;Choppy;26.06.25;13,69 €;13,15 €;13,14 €;13,37 €;13,16 €;13,60 €;13,72 €;13,10 €;13,96 €;14,32 €;13,58 €;14,35 €;14,12 €;13,98 €;14,30 €;11,08;-3,94%;-2,34%;0,22%;4,60%;3,14%
LUNR;Industrials;Aerospace & Defence;Bidback;Consolidation;26.06.25;10,84 €;10,96 €;10,64 €;10,87 €;10,71 €;11,42 €;10,65 €;10,44 €;11,01 €;10,71 €;10,45 €;10,78 €;10,79 €;10,72 €;11,12 €;11,08;1,11%;0,28%;-1,75%;-1,20%;-0,46%
QS;Consumer Cyclicals;Auto Parts;Bidback;Gap up Breakout;26.06.25;6,55 €;6,62 €;6,43 €;6,72 €;6,51 €;7,07 €;6,36 €;6,14 €;6,54 €;6,80 €;6,28 €;6,86 €;7,02 €;6,75 €;7,09 €;11,08;1,07%;2,60%;-2,90%;3,82%;7,18%
ASPN;Basic;Building Materials;Bidback;Choppy;26.06.25;6,05 €;5,88 €;5,84 €;5,92 €;5,78 €;6,07 €;6,14 €;5,75 €;6,36 €;6,34 €;6,12 €;6,43 €;6,46 €;6,37 €;6,58 €;11,08;-2,81%;-2,15%;1,49%;4,79%;6,78%
VITL;Consumer Defensive;Farm Products;Bidback;Continuation;27.06.25;38,28 €;38,52 €;37,63 €;39,42 €;37,97 €;39,66 €;39,54 €;38,41 €;39,64 €;38,91 €;38,84 €;39,95 €;38,30 €;37,85 €;39,04 €;12,19;0,63%;2,98%;3,29%;1,65%;0,05%
RDVT;Technology;Software - Application;Bidback;Consolidation;27.06.25;50,45 €;49,20 €;49,10 €;49,02 €;47,02 €;49,77 €;48,62 €;47,86 €;49,02 €;50,25 €;48,19 €;50,39 €;50,08 €;49,92 €;50,75 €;12,19;-2,48%;-2,83%;-3,63%;-0,40%;-0,73%
KOP;Basic;Specialty Chemicals;Bidback;Continuation;27.06.25;32,33 €;32,15 €;31,55 €;33,23 €;31,95 €;33,76 €;34,10 €;33,03 €;34,20 €;33,69 €;33,41 €;34,12 €;32,99 €;32,92 €;33,84 €;12,19;-0,56%;2,78%;5,47%;4,21%;2,04%
HOFT;Consumer Cyclicals;Home Furnishings & Fixtures;Bidback;Continuation;27.06.25;10,99 €;10,58 €;10,49 €;11,28 €;10,40 €;11,36 €;11,48 €;10,80 €;11,57 €;11,52 €;11,18 €;11,64 €;11,18 €;11,16 €;11,95 €;12,19;-3,73%;2,64%;4,46%;4,82%;1,73%
FOLD;Healthcare;Biotech;Bidback;Bottom Bounce;27.06.25;5,79 €;5,73 €;5,72 €;5,84 €;5,66 €;5,99 €;5,95 €;5,78 €;5,97 €;6,10 €;5,97 €;6,15 €;6,05 €;6,01 €;6,16 €;12,19;-1,04%;0,86%;2,76%;5,35%;4,49%
HOOD;Financial;Capital Markets;Bidback;Continuation;30.06.25;90,66 €;92,33 €;89,70 €;97,98 €;90,90 €;100,88 €;94,40 €;92,11 €;95,65 €;93,46 €;91,25 €;95,70 €;91,27 €;90,70 €;98,04 €;10,17;1,84%;8,07%;4,13%;3,09%;0,67%
SDM;Consumer Cyclicals;Advertising Agencies;Bidback;Continuation;30.06.25;10,50 €;11,00 €;9,69 €;10,66 €;10,34 €;12,73 €;10,76 €;10,31 €;11,94 €;12,12 €;11,01 €;12,95 €;12,69 €;11,70 €;14,00 €;10,17;4,76%;1,52%;2,48%;15,43%;20,86%
IMNM;Healthcare;Biotech;Bidback;Consolidation;30.06.25;9,08 €;8,47 €;8,46 €;8,63 €;8,35 €;5,99 €;8,84 €;8,56 €;8,98 €;8,69 €;8,62 €;8,99 €;8,55 €;8,40 €;8,76 €;10,17;-6,72%;-4,96%;-2,64%;-4,30%;-5,84%
RFIL;Technology;Electric Components;Bidback;Continuation;30.06.25;6,13 €;6,73 €;6,13 €;6,49 €;6,21 €;6,76 €;6,55 €;6,22 €;6,65 €;7,14 €;6,60 €;7,28 €;7,29 €;6,94 €;7,36 €;10,17;9,79%;5,87%;6,85%;16,48%;18,92%
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
;;;;;;;;;;;;;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
